filename,country,nl_mean,pred_wo_abstention,pred_with_abstention
image18621.npz,1,-0.2085378021001815,-1.0,-1.0
image17664.npz,1,-0.2103443741798401,-1.0,0.0
image4613.npz,1,-0.2110616564750671,1.0,1.0
image10852.npz,1,-0.2056783139705658,1.0,1.0
image9344.npz,1,-0.2156674265861511,1.0,0.0
image13866.npz,1,-0.2150454968214035,1.0,1.0
image4980.npz,1,0.5371151566505432,1.0,1.0
image11352.npz,1,-0.2149601429700851,1.0,1.0
image13096.npz,1,-0.2134604156017303,1.0,1.0
image4054.npz,1,-0.2110490947961807,1.0,1.0
image14512.npz,1,0.9676650762557985,1.0,1.0
image3156.npz,1,-0.2000268250703811,1.0,1.0
image6258.npz,1,0.1464905887842178,1.0,0.0
image3920.npz,1,-0.2130676060914993,-1.0,0.0
image7726.npz,1,-0.1641130000352859,-1.0,0.0
image11521.npz,1,-0.2105248570442199,1.0,1.0
image5962.npz,1,-0.2132429927587509,1.0,1.0
image18782.npz,1,0.4013691246509552,1.0,1.0
image14973.npz,1,-0.1900366693735122,1.0,1.0
image6221.npz,1,-0.2116315364837646,1.0,1.0
image3413.npz,1,-0.0743185505270958,1.0,0.0
image17667.npz,1,-0.210621953010559,1.0,0.0
image9461.npz,1,-0.2158876359462738,1.0,0.0
image14815.npz,1,-0.2128530293703079,1.0,0.0
image10227.npz,1,-0.2167075425386428,1.0,1.0
image17298.npz,1,-0.2059301435947418,1.0,1.0
image17224.npz,1,-0.2156770825386047,1.0,0.0
image14078.npz,1,-0.2134864777326584,1.0,1.0
image2583.npz,1,0.3094285726547241,1.0,1.0
image11552.npz,1,-0.2126762866973877,1.0,1.0
image17985.npz,1,-0.2154866456985473,1.0,0.0
image12903.npz,1,-0.2130860090255737,1.0,0.0
image14518.npz,1,-0.2149198651313781,-1.0,0.0
image10066.npz,1,-0.2154087275266647,1.0,0.0
image12934.npz,1,-0.2163346409797668,-1.0,0.0
image15928.npz,1,-0.2146422863006591,1.0,1.0
image1971.npz,1,-0.2142416536808014,1.0,1.0
image13681.npz,1,-0.2171486020088195,1.0,0.0
image18142.npz,1,-0.2159589678049087,1.0,0.0
image9426.npz,1,0.4026068150997162,1.0,1.0
image10314.npz,1,-0.2169788777828216,1.0,0.0
image15991.npz,1,-0.2157261073589325,-1.0,-1.0
image819.npz,1,-0.2128518968820572,-1.0,-1.0
image5629.npz,1,-0.2155290693044662,1.0,1.0
image1739.npz,1,-0.2133557796478271,1.0,0.0
image18264.npz,1,-0.2030583024024963,-1.0,-1.0
image19037.npz,1,-0.2129617482423782,1.0,1.0
image2640.npz,1,-0.2142398059368133,1.0,1.0
image1168.npz,1,-0.2174322605133056,1.0,0.0
image10031.npz,1,-0.2141745388507843,-1.0,0.0
image17828.npz,1,0.3118688464164734,1.0,1.0
image6913.npz,1,-0.2160322666168213,1.0,0.0
image19171.npz,1,-0.2144710570573806,1.0,1.0
image11064.npz,1,-0.2040578126907348,-1.0,0.0
image5780.npz,1,-0.19613693654537198,-1.0,-1.0
image1962.npz,1,-0.2174183428287506,-1.0,0.0
image6481.npz,1,-0.1924192011356353,1.0,1.0
image16308.npz,1,-0.2110332548618316,1.0,1.0
image10070.npz,1,-0.2124877274036407,1.0,1.0
image11359.npz,1,-0.212166354060173,-1.0,0.0
image12907.npz,1,-0.2109001874923706,1.0,1.0
image3979.npz,1,-0.1572712063789367,1.0,0.0
image5322.npz,1,-0.21410825848579398,1.0,1.0
image17053.npz,1,-0.2119753360748291,1.0,1.0
image16058.npz,1,-0.2140680849552154,1.0,1.0
image13717.npz,1,-0.2112574130296707,1.0,1.0
image17132.npz,1,-0.2070702761411667,1.0,1.0
image17491.npz,1,-0.2113347798585891,1.0,1.0
image14679.npz,1,-0.2091167271137237,1.0,1.0
image3437.npz,1,-0.21067191660404197,1.0,1.0
image5781.npz,1,-0.21316336095333102,1.0,1.0
image14359.npz,1,-0.2173318713903427,-1.0,0.0
image8079.npz,1,-0.1864716708660125,1.0,0.0
image2657.npz,1,-0.2115405946969986,1.0,1.0
image18141.npz,1,-0.2144605070352554,-1.0,0.0
image143.npz,1,-0.2099154144525528,1.0,0.0
image17417.npz,1,-0.1976355910301208,-1.0,-1.0
image15843.npz,1,-0.2122401148080825,-1.0,0.0
image11672.npz,1,-0.2153366059064865,1.0,0.0
image1518.npz,1,-0.2114003300666809,-1.0,-1.0
image605.npz,1,-0.2180986404418945,-1.0,0.0
image12870.npz,1,-0.2141272872686386,1.0,0.0
image4621.npz,1,-0.2165926545858383,-1.0,0.0
image2520.npz,1,-0.2179408371448516,1.0,0.0
image3134.npz,1,-0.2148950695991516,1.0,1.0
image16424.npz,1,-0.2181970179080963,1.0,1.0
image18190.npz,1,-0.2004297822713852,-1.0,0.0
image10131.npz,1,-0.2144024074077606,-1.0,0.0
image11679.npz,1,-0.21287302672862998,1.0,0.0
image18260.npz,1,-0.2131032347679138,-1.0,0.0
image8938.npz,1,-0.148314744234085,1.0,0.0
image3601.npz,1,-0.1481079012155532,1.0,0.0
image5898.npz,1,-0.2133691757917404,1.0,0.0
image12027.npz,1,-0.2134473621845245,1.0,1.0
image16800.npz,1,-0.2117268294095993,1.0,1.0
image11008.npz,1,-0.2106504589319229,1.0,1.0
image18453.npz,1,-0.20283958315849301,1.0,0.0
image1839.npz,1,-0.2070667743682861,1.0,1.0
image8682.npz,1,-0.2000665068626403,1.0,0.0
image9546.npz,1,-0.2111362367868423,-1.0,0.0
image9964.npz,1,-0.2132728993892669,1.0,0.0
image18541.npz,1,-0.2098626643419265,-1.0,0.0
image16510.npz,1,-0.2106833904981613,1.0,1.0
image9060.npz,1,-0.2117078602313995,-1.0,0.0
image12016.npz,1,-0.2112959027290344,1.0,0.0
image11935.npz,1,-0.2126045078039169,1.0,0.0
image18566.npz,1,-0.216798335313797,1.0,1.0
image8920.npz,1,-0.2104037553071975,-1.0,0.0
image3806.npz,1,-0.2141907513141632,1.0,0.0
image5845.npz,1,-0.2166939526796341,1.0,1.0
image4298.npz,1,-0.2133721858263015,-1.0,0.0
image942.npz,1,-0.2194983661174774,1.0,0.0
image15095.npz,1,-0.2115946412086486,1.0,0.0
image1329.npz,1,-0.1651649922132492,1.0,1.0
image5686.npz,1,0.043656900525092995,1.0,1.0
image5486.npz,1,-0.2139092087745666,1.0,1.0
image3884.npz,1,-0.2174493819475174,1.0,0.0
image4524.npz,1,0.2049762159585952,1.0,0.0
image18218.npz,1,0.0681399554014206,1.0,1.0
image10414.npz,1,-0.0764700844883918,1.0,1.0
image12745.npz,1,-0.2058572620153427,1.0,1.0
image17495.npz,1,-0.2158450931310653,1.0,1.0
image11093.npz,1,-0.2160520553588867,1.0,1.0
image16475.npz,1,-0.2160798162221908,1.0,1.0
image5606.npz,1,-0.2002602219581604,1.0,1.0
image2697.npz,1,-0.2008590102195739,1.0,1.0
image17167.npz,1,-0.1636656671762466,1.0,1.0
image19538.npz,1,-0.2175592929124832,1.0,0.0
image1616.npz,1,-0.1744067370891571,1.0,1.0
image18581.npz,1,-0.1961625814437866,1.0,1.0
image10292.npz,1,-0.1891231685876846,1.0,1.0
image7222.npz,1,0.2006488740444183,1.0,1.0
image10790.npz,1,0.0208780020475387,1.0,1.0
image10619.npz,1,-0.1442205607891082,1.0,1.0
image12363.npz,1,-0.0378049649298191,1.0,1.0
image2147.npz,1,0.251972496509552,1.0,1.0
image9920.npz,1,0.2568120658397674,1.0,1.0
image4787.npz,1,0.2428033351898193,1.0,1.0
image13952.npz,1,-0.2016274780035019,-1.0,0.0
image18250.npz,1,0.1768293380737304,1.0,1.0
image9761.npz,1,0.2133828997611999,1.0,0.0
image19175.npz,1,0.0924766659736633,1.0,1.0
image6017.npz,1,0.0335495807230472,1.0,1.0
image317.npz,1,-0.0416428036987781,1.0,1.0
image1812.npz,1,0.2275641560554504,1.0,1.0
image11666.npz,1,0.2414378523826599,1.0,1.0
image7725.npz,1,0.2212365865707397,1.0,1.0
image11709.npz,1,0.2333712726831436,1.0,1.0
image8113.npz,1,0.23405475914478302,1.0,1.0
image2166.npz,4,-0.2166779637336731,1.0,0.0
image6697.npz,4,-0.2187075763940811,1.0,1.0
image9617.npz,4,-0.22104643285274497,1.0,1.0
image6109.npz,4,-0.2142047733068466,1.0,0.0
image6137.npz,4,-0.2132913023233413,1.0,0.0
image14170.npz,4,-0.2139975875616073,1.0,0.0
image4599.npz,4,-0.2161826938390731,-1.0,0.0
image5910.npz,4,-0.2157543748617172,-1.0,0.0
image1946.npz,4,-0.2161473482847213,-1.0,0.0
image5457.npz,4,-0.2158518433570861,-1.0,0.0
image951.npz,4,-0.2112746685743332,-1.0,0.0
image4991.npz,4,-0.21597759425640098,-1.0,0.0
image2790.npz,4,-0.2141159623861313,1.0,0.0
image11370.npz,4,-0.1568938493728637,1.0,1.0
image12904.npz,4,-0.2111886143684387,-1.0,0.0
image14016.npz,4,-0.0813232287764549,-1.0,-1.0
image3327.npz,4,-0.0773550122976303,-1.0,-1.0
image18276.npz,4,-0.1455001235008239,1.0,1.0
image16859.npz,4,-0.2221118360757827,-1.0,0.0
image7932.npz,4,-0.2218945771455764,-1.0,0.0
image16112.npz,4,-0.2199399322271347,-1.0,-1.0
image16598.npz,4,-0.2180900424718856,-1.0,0.0
image4893.npz,4,-0.2181470394134521,-1.0,0.0
image8136.npz,4,-0.2162850201129913,-1.0,0.0
image7996.npz,4,-0.21884386241435996,1.0,0.0
image11074.npz,4,-0.2146121859550476,1.0,1.0
image4670.npz,4,-0.2178953140974044,1.0,0.0
image5679.npz,4,0.0167319923639297,1.0,0.0
image15081.npz,4,-0.2212028503417968,-1.0,0.0
image11295.npz,4,-0.2188115417957306,-1.0,-1.0
image10655.npz,4,-0.2143513411283493,-1.0,0.0
image5415.npz,4,-0.2202684879302978,-1.0,0.0
image12549.npz,4,-0.2186122238636016,1.0,0.0
image3086.npz,4,-0.2182119488716125,-1.0,0.0
image2296.npz,4,-0.2200155407190323,1.0,0.0
image19601.npz,4,-0.2232537418603897,1.0,0.0
image6904.npz,4,-0.2178945392370224,1.0,0.0
image16782.npz,4,-0.2208747863769531,1.0,1.0
image18451.npz,4,-0.2200100719928741,1.0,0.0
image5043.npz,4,-0.2207138836383819,-1.0,0.0
image6735.npz,4,-0.2202216684818267,1.0,0.0
image6513.npz,4,-0.2165226191282272,1.0,0.0
image2266.npz,4,-0.2133313715457916,1.0,0.0
image13194.npz,4,-0.2204178422689438,-1.0,0.0
image15036.npz,4,-0.2135327458381652,1.0,1.0
image10495.npz,4,-0.2195607423782348,1.0,0.0
image2858.npz,4,-0.2194233685731887,1.0,1.0
image9663.npz,4,-0.2144311219453811,1.0,0.0
image2100.npz,4,-0.2059801816940307,-1.0,-1.0
image10672.npz,4,-0.2145411670207977,1.0,0.0
image8670.npz,4,-0.2089433819055557,1.0,1.0
image13955.npz,4,-0.14206363260746,-1.0,-1.0
image830.npz,4,-0.2119332104921341,1.0,0.0
image8328.npz,4,-0.2110516428947448,1.0,1.0
image6688.npz,4,-0.2099512666463852,1.0,1.0
image7483.npz,4,-0.2184984982013702,-1.0,0.0
image18737.npz,4,-0.2133849561214447,-1.0,0.0
image18130.npz,4,-0.2202352583408355,1.0,0.0
image7164.npz,4,-0.2015308290719986,-1.0,0.0
image8962.npz,4,-0.2038535624742508,-1.0,-1.0
image12081.npz,4,-0.1966740787029266,-1.0,-1.0
image8361.npz,4,-0.21942238509655,-1.0,0.0
image17622.npz,4,-0.2168392091989517,-1.0,0.0
image1289.npz,4,-0.0348341763019561,1.0,1.0
image8550.npz,4,0.0278792940080165,1.0,0.0
image11032.npz,4,0.0438329875469207,1.0,0.0
image13501.npz,4,-0.2156230509281158,1.0,0.0
image13273.npz,4,-0.2106317430734634,1.0,0.0
image12056.npz,4,-0.2211117297410965,1.0,0.0
image2362.npz,4,-0.2109390199184417,1.0,0.0
image19430.npz,4,-0.2135250866413116,1.0,0.0
image19230.npz,4,-0.2135839313268661,1.0,0.0
image4914.npz,4,-0.1770698428153991,1.0,1.0
image4612.npz,4,-0.0023730043321847,-1.0,-1.0
image2698.npz,4,-0.0670128911733627,-1.0,0.0
image11929.npz,4,-0.0269683338701725,-1.0,0.0
image7308.npz,4,-0.2151574045419693,-1.0,-1.0
image370.npz,4,-0.2169263213872909,-1.0,0.0
image5406.npz,4,-0.1345310658216476,-1.0,-1.0
image3524.npz,4,-0.2211956828832626,1.0,0.0
image5432.npz,4,-0.1649177968502044,-1.0,-1.0
image17329.npz,4,-0.1564823240041732,-1.0,-1.0
image4450.npz,4,-0.1466561704874038,-1.0,0.0
image16712.npz,4,0.0970780998468399,-1.0,-1.0
image2336.npz,4,-0.0069742323830723,-1.0,-1.0
image9299.npz,4,0.0486693680286407,-1.0,-1.0
image17401.npz,4,0.1051710471510887,-1.0,-1.0
image12814.npz,4,-0.16590616106987,-1.0,-1.0
image2143.npz,4,-0.1972421109676361,1.0,0.0
image8680.npz,4,-0.2088644206523895,-1.0,0.0
image11386.npz,4,-0.2193374186754226,1.0,0.0
image13331.npz,4,-0.2190989255905151,-1.0,-1.0
image5552.npz,4,-0.2191004008054733,-1.0,0.0
image7369.npz,4,-0.2187404483556747,-1.0,-1.0
image9423.npz,4,-0.2198621034622192,-1.0,0.0
image5082.npz,4,0.5035799741744995,1.0,1.0
image4794.npz,4,0.5368506908416748,1.0,1.0
image10689.npz,4,0.4555032551288605,1.0,1.0
image17349.npz,4,0.4678176641464233,1.0,1.0
image11711.npz,4,0.8021483421325684,1.0,1.0
image1081.npz,4,1.091340184211731,1.0,1.0
image18195.npz,4,-0.2196224778890609,-1.0,0.0
image11263.npz,4,1.0021198987960815,1.0,1.0
image14821.npz,4,0.8726232051849365,1.0,1.0
image10313.npz,4,0.8569208979606628,1.0,0.0
image14686.npz,4,0.6146790385246277,-1.0,0.0
image11179.npz,4,0.9956653118133544,1.0,0.0
image277.npz,4,0.9054832458496094,1.0,0.0
image18949.npz,4,0.9242777228355408,1.0,0.0
image10854.npz,4,0.8915712833404541,1.0,0.0
image13676.npz,4,0.8073750138282776,1.0,0.0
image12447.npz,4,1.0538758039474487,1.0,1.0
image8653.npz,4,-0.221016451716423,1.0,1.0
image4519.npz,4,-0.2140466272830963,1.0,1.0
image18531.npz,4,1.1292608976364136,1.0,1.0
image2822.npz,4,0.995741367340088,1.0,1.0
image4187.npz,4,1.0859893560409546,1.0,1.0
image4439.npz,4,1.0999845266342163,1.0,1.0
image13272.npz,4,0.4768502712249756,1.0,0.0
image8951.npz,4,0.7117059826850891,1.0,0.0
image8939.npz,4,1.0782828330993652,1.0,1.0
image12774.npz,4,0.9226498007774352,1.0,1.0
image5680.npz,4,0.6978991627693176,1.0,1.0
image17624.npz,4,0.7601777911186218,1.0,0.0
image485.npz,4,-0.2100853770971298,1.0,1.0
image12188.npz,4,0.7265554070472717,1.0,1.0
image6677.npz,4,0.7432981133460999,1.0,1.0
image53.npz,4,0.6151960492134094,1.0,1.0
image10245.npz,4,0.5967729687690735,1.0,1.0
image7529.npz,4,0.5041394829750061,1.0,1.0
image14049.npz,4,0.5239341855049133,1.0,1.0
image3328.npz,4,0.6135590672492981,1.0,0.0
image7082.npz,4,0.5278940796852112,1.0,1.0
image8100.npz,4,0.7357813715934753,1.0,0.0
image914.npz,4,0.8133955001831055,1.0,0.0
image9356.npz,4,-0.2165117710828781,1.0,0.0
image16887.npz,4,0.7664855122566223,1.0,1.0
image17461.npz,4,0.4102422893047333,-1.0,0.0
image19090.npz,4,0.243179976940155,1.0,0.0
image17931.npz,4,0.1980264484882354,1.0,0.0
image1672.npz,4,0.2250213772058487,1.0,0.0
image10696.npz,4,0.1660207211971283,-1.0,0.0
image7598.npz,4,0.2831354439258575,-1.0,0.0
image3623.npz,4,0.3590047061443329,1.0,0.0
image10874.npz,4,-0.2088679671287536,1.0,0.0
image18887.npz,4,-0.2179586440324783,1.0,1.0
image9001.npz,4,-0.2200750559568405,-1.0,0.0
image15696.npz,4,-0.2147646993398666,-1.0,0.0
image656.npz,4,-0.2149849683046341,1.0,0.0
image19343.npz,4,-0.2159197479486465,-1.0,-1.0
image12342.npz,4,-0.2170015424489975,1.0,0.0
image17485.npz,4,-0.2179978042840957,-1.0,-1.0
image8976.npz,4,-0.2198215574026107,1.0,0.0
image9405.npz,4,-0.2201148420572281,-1.0,-1.0
image800.npz,4,-0.2199161499738693,-1.0,-1.0
image18623.npz,4,-0.2178697139024734,-1.0,0.0
image9904.npz,4,-0.2124656587839126,-1.0,-1.0
image18352.npz,4,-0.22081451117992398,1.0,1.0
image18902.npz,4,-0.2108065485954284,-1.0,-1.0
image7443.npz,4,-0.2167323380708694,-1.0,-1.0
image12172.npz,4,-0.2146380245685577,-1.0,-1.0
image6535.npz,4,-0.2153974622488021,-1.0,0.0
image11030.npz,4,-0.218191385269165,-1.0,-1.0
image14765.npz,4,-0.2199653685092926,-1.0,-1.0
image19239.npz,4,-0.2097325474023819,-1.0,-1.0
image10472.npz,4,-0.2093683034181594,-1.0,-1.0
image19594.npz,4,-0.2111786603927612,-1.0,0.0
image17601.npz,4,-0.2167112529277801,-1.0,-1.0
image9463.npz,4,0.2769367396831512,-1.0,0.0
image11324.npz,4,-0.2173311859369278,-1.0,-1.0
image9083.npz,4,-0.2108062952756881,-1.0,-1.0
image13827.npz,4,-0.2151308059692382,-1.0,-1.0
image12330.npz,4,-0.2031461894512176,-1.0,0.0
image9678.npz,4,-0.1995339840650558,-1.0,0.0
image12666.npz,4,-0.1994335353374481,-1.0,-1.0
image15134.npz,4,-0.2052964717149734,-1.0,-1.0
image19435.npz,4,-0.2153235822916031,-1.0,-1.0
image7171.npz,4,-0.2204264551401138,-1.0,-1.0
image11551.npz,4,-0.2143764346837997,-1.0,-1.0
image5204.npz,4,0.1755990833044052,-1.0,0.0
image7829.npz,4,-0.2180997133255005,-1.0,-1.0
image358.npz,4,-0.2171489894390106,-1.0,-1.0
image5604.npz,4,-0.2203313261270523,-1.0,-1.0
image4741.npz,4,-0.1822074651718139,-1.0,-1.0
image17357.npz,4,-0.1805678606033325,-1.0,-1.0
image6965.npz,4,-0.1820326596498489,-1.0,-1.0
image4924.npz,4,-0.1791634410619735,-1.0,-1.0
image11619.npz,4,-0.1829984635114669,-1.0,-1.0
image3464.npz,4,-0.2168601900339126,-1.0,-1.0
image10674.npz,4,-0.2162235379219055,-1.0,-1.0
image6470.npz,4,0.4406420290470123,1.0,0.0
image18906.npz,4,-0.2195205688476562,-1.0,-1.0
image7961.npz,4,-0.2205544114112854,-1.0,-1.0
image6858.npz,4,-0.2188618183135986,-1.0,-1.0
image10195.npz,4,-0.2202774733304977,-1.0,0.0
image10685.npz,4,-0.20318734645843498,-1.0,-1.0
image18187.npz,4,-0.2208797335624694,-1.0,0.0
image428.npz,4,-0.2189509570598602,1.0,1.0
image17259.npz,4,-0.2200234085321426,1.0,1.0
image11789.npz,4,-0.2190082967281341,-1.0,0.0
image2909.npz,4,-0.2167454361915588,-1.0,-1.0
image8749.npz,4,-0.1404899358749389,-1.0,-1.0
image2105.npz,4,-0.2179446071386337,-1.0,-1.0
image9788.npz,4,-0.2159418910741806,1.0,0.0
image12824.npz,4,-0.2163750976324081,1.0,0.0
image2486.npz,4,-0.2215269058942794,1.0,1.0
image8629.npz,4,-0.2179046422243118,-1.0,-1.0
image10944.npz,4,-0.2190418392419815,-1.0,-1.0
image18327.npz,4,-0.2150782942771911,-1.0,-1.0
image13915.npz,4,-0.2215632200241089,-1.0,0.0
image4531.npz,4,-0.2181817293167114,-1.0,0.0
image2243.npz,4,-0.2121770232915878,-1.0,-1.0
image9450.npz,4,-0.1926671266555786,1.0,0.0
image1076.npz,4,-0.18532833456993103,-1.0,-1.0
image2306.npz,4,-0.19869303703308103,-1.0,-1.0
image2036.npz,4,-0.1831034272909164,-1.0,-1.0
image6593.npz,4,-0.1792542338371276,-1.0,0.0
image5196.npz,4,-0.1779612749814987,-1.0,0.0
image16397.npz,4,-0.1813903898000717,-1.0,0.0
image19561.npz,4,-0.2164287716150283,-1.0,-1.0
image168.npz,4,-0.2170057147741317,-1.0,-1.0
image16387.npz,4,-0.2146724015474319,-1.0,-1.0
image11717.npz,4,-0.2193707823753357,-1.0,-1.0
image11447.npz,4,-0.210085853934288,-1.0,-1.0
image15726.npz,4,-0.2254171371459961,-1.0,-1.0
image9863.npz,4,-0.1954275965690612,-1.0,-1.0
image14937.npz,4,-0.2213678508996963,-1.0,-1.0
image19415.npz,4,-0.21976085007190696,-1.0,0.0
image4970.npz,4,-0.2158171534538269,-1.0,0.0
image2691.npz,4,-0.2186944186687469,-1.0,-1.0
image14346.npz,4,-0.1408714354038238,-1.0,-1.0
image10440.npz,4,-0.1470695883035659,-1.0,-1.0
image17791.npz,4,-0.2161812633275985,1.0,0.0
image10058.npz,4,-0.2155479192733764,-1.0,-1.0
image9765.npz,4,-0.2171240895986557,1.0,1.0
image1712.npz,4,-0.216991126537323,1.0,0.0
image8892.npz,4,-0.2206385135650634,-1.0,0.0
image1804.npz,4,-0.1988214999437332,-1.0,-1.0
image2092.npz,4,-0.2109553068876266,1.0,1.0
image13912.npz,4,0.1042027473449707,1.0,1.0
image11079.npz,4,-0.220592200756073,-1.0,0.0
image9199.npz,4,-0.2201932966709137,-1.0,0.0
image9049.npz,4,-0.2233465611934662,-1.0,-1.0
image17840.npz,4,-0.216972142457962,1.0,1.0
image3339.npz,4,-0.2158795893192291,1.0,0.0
image18006.npz,4,-0.2210072726011276,1.0,1.0
image18275.npz,4,-0.202559620141983,-1.0,-1.0
image14797.npz,4,-0.2144110351800918,1.0,1.0
image19150.npz,4,-0.2164383679628372,-1.0,0.0
image17029.npz,4,-0.2166007161140442,-1.0,0.0
image19433.npz,4,-0.2152417600154876,1.0,0.0
image18778.npz,4,-0.2185003161430359,1.0,1.0
image17415.npz,4,-0.2162797302007675,1.0,1.0
image13758.npz,4,-0.2090325802564621,-1.0,-1.0
image19530.npz,4,-0.2199915051460266,1.0,0.0
image1789.npz,4,-0.2216780185699463,1.0,0.0
image18979.npz,4,-0.21850278973579398,1.0,1.0
image16118.npz,4,-0.2198017835617065,1.0,0.0
image1437.npz,4,-0.2233638912439346,-1.0,0.0
image12423.npz,4,-0.221033290028572,-1.0,0.0
image9093.npz,4,-0.2207120358943939,-1.0,0.0
image18273.npz,4,-0.2192789763212204,1.0,0.0
image8118.npz,4,-0.2209112644195556,-1.0,0.0
image4402.npz,4,-0.2212501466274261,-1.0,0.0
image16195.npz,4,-0.2195910215377807,1.0,0.0
image4709.npz,4,-0.2143609970808029,-1.0,0.0
image757.npz,4,-0.2178019732236862,-1.0,-1.0
image19261.npz,4,-0.217440664768219,1.0,1.0
image12372.npz,4,-0.2158703356981277,-1.0,0.0
image13837.npz,4,-0.1246974021196365,1.0,0.0
image6619.npz,4,-0.0969277173280716,-1.0,0.0
image2997.npz,4,-0.1057396456599235,-1.0,0.0
image6315.npz,4,-0.1436870694160461,-1.0,-1.0
image10324.npz,4,-0.1234233528375625,-1.0,0.0
image4152.npz,4,-0.1174565032124519,-1.0,0.0
image127.npz,4,-0.2189919650554657,1.0,0.0
image8423.npz,4,-0.2169215530157089,-1.0,-1.0
image949.npz,4,-0.2188062071800232,1.0,0.0
image10592.npz,4,-0.17444024980068198,-1.0,0.0
image342.npz,4,-0.2181947827339172,1.0,0.0
image18428.npz,4,-0.2182769030332565,-1.0,0.0
image511.npz,4,-0.2178530246019363,1.0,0.0
image7056.npz,4,-0.2181414514780044,1.0,0.0
image14081.npz,4,-0.2162644118070602,-1.0,0.0
image861.npz,4,-0.2157936245203018,1.0,0.0
image12729.npz,4,-0.2199806421995163,-1.0,0.0
image2992.npz,4,-0.2088283449411392,1.0,1.0
image4523.npz,4,-0.2184655517339706,1.0,0.0
image17234.npz,4,-0.2182854264974594,-1.0,0.0
image13276.npz,4,-0.1735756993293762,-1.0,0.0
image19604.npz,4,-0.2165113687515258,1.0,1.0
image837.npz,4,-0.2183437198400497,1.0,0.0
image2478.npz,4,-0.2198469042778015,1.0,0.0
image17023.npz,4,-0.2181844115257263,1.0,1.0
image12294.npz,4,-0.2177639007568359,1.0,1.0
image5849.npz,4,-0.2159333974123001,1.0,1.0
image11031.npz,4,-0.2084500044584274,-1.0,-1.0
image10742.npz,4,-0.2164700776338577,1.0,1.0
image4549.npz,4,-0.21669940650463101,1.0,0.0
image12325.npz,4,-0.21397857367992398,1.0,0.0
image10662.npz,0,-0.1738624721765518,-1.0,-1.0
image6031.npz,0,-0.1738624721765518,-1.0,0.0
image6837.npz,0,-0.1738624721765518,-1.0,0.0
image16872.npz,0,-0.1729607880115509,1.0,0.0
image10331.npz,0,-0.1738624721765518,1.0,0.0
image5637.npz,0,0.1497900485992431,1.0,0.0
image13655.npz,0,0.0555329285562038,1.0,1.0
image308.npz,0,-0.1095366775989532,-1.0,0.0
image14208.npz,0,-0.1645998805761337,1.0,0.0
image7643.npz,0,0.1581242680549621,1.0,1.0
image9197.npz,0,0.2051811963319778,1.0,1.0
image9627.npz,0,0.2851519286632538,1.0,0.0
image10964.npz,0,0.3076368570327759,1.0,0.0
image2763.npz,0,-0.1738624721765518,-1.0,-1.0
image17752.npz,0,0.2707111835479736,1.0,0.0
image5735.npz,0,0.2887317240238189,1.0,0.0
image6336.npz,0,-0.1738624721765518,-1.0,0.0
image6477.npz,0,-0.1738624721765518,1.0,0.0
image14865.npz,0,-0.1738624721765518,-1.0,0.0
image15363.npz,0,-0.1738624721765518,-1.0,0.0
image17798.npz,0,-0.1738624721765518,-1.0,-1.0
image4552.npz,0,-0.1738624721765518,-1.0,-1.0
image8634.npz,0,-0.1738624721765518,-1.0,0.0
image5858.npz,0,-0.1738624721765518,-1.0,0.0
image1491.npz,0,-0.1738624721765518,-1.0,0.0
image2896.npz,0,0.7344605326652527,1.0,0.0
image9662.npz,0,0.6217672228813171,1.0,1.0
image14464.npz,0,0.7017118334770203,1.0,0.0
image13997.npz,0,0.9966545104980468,1.0,1.0
image18183.npz,0,1.3334029912948608,1.0,1.0
image16988.npz,0,1.339431643486023,1.0,1.0
image4697.npz,0,1.5863333940505981,1.0,0.0
image9970.npz,0,1.5636856555938718,1.0,0.0
image16131.npz,0,1.4265919923782349,1.0,0.0
image9611.npz,0,0.6979550719261169,1.0,0.0
image18742.npz,0,-0.1738624721765518,-1.0,-1.0
image10942.npz,0,1.021023154258728,1.0,0.0
image8220.npz,0,1.2274898290634155,1.0,1.0
image3668.npz,0,1.7093497514724731,1.0,0.0
image6943.npz,0,1.392727255821228,1.0,0.0
image15334.npz,0,0.5777550339698792,1.0,0.0
image3470.npz,0,0.47420096397399897,1.0,1.0
image17131.npz,0,0.5367282032966614,1.0,1.0
image4571.npz,0,0.0180655587464571,1.0,0.0
image3518.npz,0,-0.1240860223770141,-1.0,0.0
image8201.npz,0,-0.057032935321330996,-1.0,0.0
image438.npz,0,-0.1738624721765518,-1.0,0.0
image6620.npz,0,-0.1738624721765518,1.0,0.0
image13948.npz,0,-0.0991852730512619,1.0,0.0
image8728.npz,0,-0.1669191420078277,-1.0,0.0
image13302.npz,0,-0.1672868281602859,-1.0,0.0
image15647.npz,0,-0.1076269373297691,-1.0,0.0
image18442.npz,0,-0.0891289040446281,-1.0,0.0
image19248.npz,0,-0.1607887148857116,-1.0,0.0
image14032.npz,0,-0.1718567609786987,-1.0,0.0
image16709.npz,0,-0.1492201089859008,-1.0,0.0
image5878.npz,0,0.15115487575531,1.0,0.0
image13637.npz,0,-0.1738624721765518,-1.0,-1.0
image14190.npz,0,0.2374338805675506,1.0,0.0
image14785.npz,0,0.5741117596626282,1.0,0.0
image14614.npz,0,0.5209638476371765,1.0,1.0
image4086.npz,0,0.2565285265445709,1.0,0.0
